,YEAR,EXPERIENCE,EMPLOYMENT,TITLE,LOCATION,COMPANYSIZE,SALARY
2120,2022,Mid Level,Full time,Data Engineer,BR,Medium,42000
2121,2022,Mid Level,Full time,BI Analyst,BR,Medium,78000
2122,2022,Mid Level,Full time,BI Analyst,BR,Medium,48000
2123,2022,Mid Level,Full time,Data Scientist,BR,Medium,84000
2124,2022,Mid Level,Full time,Data Scientist,BR,Medium,54000
2125,2022,Mid Level,Full time,Data Analyst,US,Medium,85000
2127,2022,Mid Level,Full time,Data Engineer,GB,Medium,110820
2129,2022,Mid Level,Full time,ML Engineer,US,Large,148500
2130,2022,Mid Level,Full time,ML Engineer,US,Large,98200
2131,2022,Mid Level,Full time,Data Manager,US,Medium,134000
2132,2022,Mid Level,Full time,Data Manager,US,Medium,98000
2133,2022,Mid Level,Full time,Data Analyst,US,Medium,105000
2134,2022,Mid Level,Full time,Data Analyst,US,Medium,62000
2135,2022,Mid Level,Full time,Data Scientist,US,Medium,144200
2136,2022,Mid Level,Full time,Data Scientist,US,Medium,115360
2137,2022,Mid Level,Full time,Data Scientist,AU,Large,83171
2138,2022,Mid Level,Full time,Data Scientist,US,Large,108000
2139,2022,Mid Level,Full time,Data Scientist,DE,Small,75648
2140,2022,Mid Level,Full time,NLP Engineer,CZ,Medium,5132
2141,2022,Mid Level,Full time,Research Scientist,DE,Small,126080
2142,2022,Mid Level,Full time,Research Scientist,DE,Small,84053
2143,2022,Mid Level,Full time,Analytics Engineer,US,Medium,108000
2144,2022,Mid Level,Full time,Analytics Engineer,US,Medium,85000
2145,2022,Mid Level,Full time,BI Data Analyst,AU,Large,45050
2146,2022,Mid Level,Full time,Data Analytics Engineer,US,Large,135000
2147,2022,Mid Level,Full time,Data Scientist,TR,Medium,10000
2148,2022,Mid Level,Full time,Data Operations Engineer,US,Medium,100000
2149,2022,Mid Level,Full time,Data Operations Engineer,US,Medium,60000
2150,2022,Mid Level,Full time,Data Engineer,GB,Medium,80036
2151,2022,Mid Level,Full time,Data Engineer,GB,Medium,67723
2152,2022,Mid Level,Full time,Business Data Analyst,US,Large,150000
2153,2022,Mid Level,Full time,Data Scientist,GB,Medium,102200
2154,2022,Mid Level,Contractor,NLP Engineer,US,Small,60000
2160,2022,Mid Level,Full time,Data Engineer,US,Medium,100000
2165,2022,Mid Level,Full time,Data Analyst,US,Medium,136000
2166,2022,Mid Level,Full time,Data Analyst,US,Medium,112000
2167,2022,Mid Level,Full time,Data Analyst,US,Large,97500
2168,2022,Mid Level,Full time,Data Scientist,NL,Large,73546
2169,2022,Mid Level,Full time,Financial Data Analyst,US,Medium,75000
2170,2022,Mid Level,Full time,Data Engineer,GR,Medium,84053
2171,2022,Mid Level,Full time,Data Engineer,GR,Medium,73546
2172,2022,Mid Level,Full time,Data Engineer,GB,Medium,98506
2173,2022,Mid Level,Full time,Data Engineer,GB,Medium,86193
2174,2022,Mid Level,Full time,Data Engineer,ES,Medium,84053
2175,2022,Mid Level,Full time,Data Engineer,ES,Medium,73546
2176,2022,Mid Level,Full time,Data Scientist,GB,Medium,118208
2177,2022,Mid Level,Full time,Data Scientist,GB,Medium,110820
2178,2022,Mid Level,Full time,Applied Machine Learning Scientist,US,Medium,75000
2179,2022,Mid Level,Contractor,Analytics Engineer,BO,Medium,7500
2180,2022,Mid Level,Full time,Data Analyst,US,Large,113000
2181,2022,Mid Level,Full time,Data Analytics Consultant,US,Large,113000
2182,2022,Mid Level,Full time,Product Data Analyst,US,Medium,140000
2183,2022,Mid Level,Full time,BI Data Analyst,AU,Medium,53368
2184,2022,Mid Level,Full time,Research Scientist,US,Large,145000
2185,2022,Mid Level,Full time,Data Scientist,US,Medium,225000
2186,2022,Mid Level,Full time,Data Scientist,US,Medium,160000
2187,2022,Mid Level,Full time,Data Scientist,NL,Small,54634
2188,2022,Mid Level,Full time,Machine Learning Engineer,GB,Large,128058
2189,2022,Mid Level,Full time,Applied Machine Learning Scientist,US,Medium,173000
2190,2022,Mid Level,Full time,Data Science Manager,US,Medium,158000
2191,2022,Mid Level,Full time,Data Science Manager,US,Medium,134000
2192,2022,Mid Level,Full time,Data Scientist,NL,Medium,115573
2193,2022,Mid Level,Full time,Data Scientist,NL,Medium,89306
2196,2022,Mid Level,Full time,Data Analyst,IN,Small,5723
2197,2022,Mid Level,Full time,BI Data Analyst,DE,Small,50432
2198,2022,Mid Level,Full time,Lead Data Scientist,GB,Small,61566
2199,2022,Mid Level,Full time,Data Engineer,US,Medium,24000
2201,2022,Mid Level,Full time,Machine Learning Engineer,US,Medium,193900
2202,2022,Mid Level,Full time,Machine Learning Engineer,US,Medium,129300
2203,2022,Mid Level,Full time,Data Analyst,US,Medium,216200
2204,2022,Mid Level,Full time,Data Analyst,US,Medium,144100
2205,2022,Mid Level,Full time,Data Scientist,ID,Large,53416
2206,2022,Mid Level,Full time,Data Scientist,GB,Medium,131752
2207,2022,Mid Level,Full time,Data Analyst,US,Medium,130000
2208,2022,Mid Level,Freelancer,Applied Machine Learning Scientist,IN,Small,30523
2209,2022,Mid Level,Full time,Analytics Engineer,US,Medium,200000
2210,2022,Mid Level,Full time,Analytics Engineer,US,Medium,54000
2211,2022,Mid Level,Full time,Data Engineer,GB,Medium,91118
2212,2022,Mid Level,Full time,Data Engineer,GB,Medium,61566
2213,2022,Mid Level,Full time,Data Scientist,DE,Small,60938
2214,2022,Mid Level,Full time,Data Scientist,GB,Medium,80036
2215,2022,Mid Level,Full time,Data Engineer,GB,Medium,135446
2216,2022,Mid Level,Full time,Data Engineer,GB,Medium,104663
2217,2022,Mid Level,Full time,Data Scientist,TR,Medium,25000
2218,2022,Mid Level,Full time,Data Analyst,SG,Medium,65257
2219,2022,Mid Level,Full time,AI Scientist,US,Medium,200000
2220,2022,Mid Level,Full time,Data Scientist,US,Large,153000
2221,2022,Mid Level,Full time,Machine Learning Scientist,EG,Medium,22800
2224,2022,Mid Level,Full time,Data Engineer,DE,Small,65666
2225,2022,Mid Level,Full time,AI Scientist,US,Large,200000
2226,2022,Mid Level,Full time,Machine Learning Engineer,GB,Medium,116976
2227,2022,Mid Level,Full time,Machine Learning Engineer,GB,Medium,92350
2228,2022,Mid Level,Full time,AI Scientist,US,Medium,120000
2231,2022,Mid Level,Full time,Machine Learning Engineer,DE,Medium,84053
2232,2022,Mid Level,Full time,ETL Developer,GR,Medium,52533
2234,2022,Mid Level,Full time,Data Analyst,GB,Medium,49253
2235,2022,Mid Level,Full time,Data Analyst,GB,Medium,36940
2236,2022,Mid Level,Full time,Data Analyst,ES,Medium,42026
2237,2022,Mid Level,Full time,Data Analyst,ES,Medium,31520
2244,2022,Mid Level,Full time,Data Analyst,GR,Medium,42026
2245,2022,Mid Level,Full time,Data Analyst,GR,Medium,31520
2248,2022,Mid Level,Full time,Data Engineer,ES,Medium,63040
2249,2022,Mid Level,Full time,Data Engineer,ES,Medium,47280
2251,2022,Mid Level,Full time,Data Scientist,GB,Medium,43096
2252,2022,Mid Level,Full time,Data Engineer,GR,Medium,63040
2253,2022,Mid Level,Full time,Data Engineer,GR,Medium,47280
2255,2022,Mid Level,Full time,Data Engineer,GB,Medium,55410
2256,2022,Mid Level,Full time,Data Engineer,US,Medium,82900
2257,2022,Mid Level,Full time,Data Engineer,US,Medium,63900
2258,2022,Mid Level,Full time,Machine Learning Scientist,US,Large,160000
2259,2022,Mid Level,Full time,Machine Learning Scientist,US,Large,112300
2260,2022,Mid Level,Full time,Data Science Manager,US,Medium,241000
2261,2022,Mid Level,Full time,Data Science Manager,US,Medium,159000
2262,2022,Mid Level,Full time,Data Analyst,US,Small,58000
2264,2022,Mid Level,Full time,Data Scientist,GB,Medium,61566
2265,2022,Mid Level,Full time,Data Scientist,GB,Medium,36940
2267,2022,Mid Level,Full time,Data Engineer,GB,Medium,49253
2268,2022,Mid Level,Full time,Data Analyst,US,Medium,126500
2269,2022,Mid Level,Full time,Data Analyst,US,Medium,106260
2274,2022,Mid Level,Full time,Data Analyst,US,Medium,167000
2275,2022,Mid Level,Full time,Data Analyst,US,Medium,115500
2276,2022,Mid Level,Full time,Data Analyst,CA,Medium,85000
2277,2022,Mid Level,Full time,Data Analyst,CA,Medium,75000
2278,2022,Mid Level,Full time,Data Scientist,US,Medium,141300
2279,2022,Mid Level,Full time,Data Scientist,US,Medium,102100
2280,2022,Mid Level,Full time,Data Engineer,US,Medium,206699
2281,2022,Mid Level,Full time,Data Engineer,US,Medium,99100
2282,2022,Mid Level,Full time,Data Analyst,GB,Medium,61566
2283,2022,Mid Level,Full time,Data Analyst,GB,Medium,43096
2286,2022,Mid Level,Full time,Data Analyst,US,Medium,135000
2287,2022,Mid Level,Full time,Data Analyst,US,Medium,50000
2288,2022,Mid Level,Full time,Data Scientist,GB,Medium,172386
2289,2022,Mid Level,Full time,Data Scientist,GB,Medium,86193
2290,2022,Mid Level,Full time,Data Scientist,US,Medium,200000
2292,2022,Mid Level,Full time,Machine Learning Developer,CA,Medium,76814
2293,2022,Mid Level,Full time,Machine Learning Engineer,US,Small,120000
2294,2022,Mid Level,Full time,Business Data Analyst,IN,Medium,17805
2295,2022,Mid Level,Full time,Data Scientist,IN,Large,30523
2296,2022,Mid Level,Full time,Machine Learning Infrastructure Engineer,PT,Large,55685
2297,2022,Mid Level,Part time,Data Engineer,DE,Large,52533
2298,2022,Mid Level,Full time,Applied Machine Learning Scientist,US,Large,75000
2299,2022,Mid Level,Full time,Applied Data Scientist,US,Large,157000
2300,2022,Mid Level,Full time,Business Data Analyst,CA,Large,69133
2301,2022,Mid Level,Full time,Data Scientist,CA,Medium,67597
2302,2022,Mid Level,Full time,Data Analyst,GR,Small,20000
2304,2022,Mid Level,Full time,Machine Learning Engineer,AU,Large,83864
2305,2022,Mid Level,Full time,Head of Data,EE,Small,31520
2306,2022,Mid Level,Full time,Machine Learning Scientist,US,Medium,153000
2307,2022,Mid Level,Full time,Data Scientist,PL,Large,33609
2308,2022,Mid Level,Full time,Principal Data Analyst,CA,Small,75000
2309,2022,Mid Level,Full time,Research Scientist,AT,Large,61989
2310,2022,Mid Level,Full time,Data Scientist,US,Large,135000
2311,2022,Mid Level,Full time,Data Scientist,CH,Large,120402
2312,2022,Mid Level,Full time,Data Engineer,FR,Medium,65141
2313,2022,Mid Level,Full time,Data Scientist,US,Small,48000
2314,2022,Mid Level,Freelancer,Data Scientist,US,Medium,100000
2315,2022,Senior,Full time,Data Scientist,GB,Large,88256
2316,2022,Senior,Full time,AI Developer,CA,Small,275000
2317,2022,Senior,Full time,Lead Data Scientist,IE,Large,172309
2318,2022,Senior,Full time,BI Developer,US,Large,130000
2319,2022,Senior,Full time,Lead Data Scientist,US,Large,192000
2320,2022,Senior,Full time,Machine Learning Software Engineer,US,Medium,375000
2321,2022,Senior,Full time,Machine Learning Engineer,FR,Large,84053
2322,2022,Senior,Full time,Data Analytics Manager,NL,Large,133000
2323,2022,Senior,Full time,Manager Data Management,US,Large,125000
2324,2022,Senior,Full time,Data Engineer,US,Medium,175000
2325,2022,Senior,Full time,Data Engineer,US,Medium,155000
2326,2022,Senior,Full time,Data Engineer,US,Medium,153600
2327,2022,Senior,Full time,Data Engineer,US,Medium,106800
2328,2022,Senior,Full time,Data Scientist,US,Medium,150000
2329,2022,Senior,Full time,Data Scientist,US,Medium,140000
2330,2022,Senior,Full time,Data Science Consultant,US,Medium,122000
2331,2022,Senior,Full time,Data Science Consultant,US,Medium,94500
2332,2022,Senior,Full time,Data Engineer,US,Medium,170000
2333,2022,Senior,Full time,Data Engineer,US,Medium,130000
2334,2022,Senior,Full time,Data Science Consultant,US,Medium,145000
2335,2022,Senior,Full time,Data Science Consultant,US,Medium,128000
2336,2022,Senior,Full time,Data Engineer,US,Medium,145000
2337,2022,Senior,Full time,Data Engineer,US,Medium,100000
2339,2022,Senior,Full time,Data Engineer,US,Medium,120000
2341,2022,Senior,Full time,Data Engineer,US,Medium,115000
2342,2022,Senior,Full time,Applied Machine Learning Scientist,US,Medium,150000
2343,2022,Senior,Full time,Data Scientist,US,Medium,126500
2344,2022,Senior,Full time,Data Scientist,US,Medium,51000
2345,2022,Senior,Full time,Data Engineer,US,Medium,250000
2346,2022,Senior,Full time,Data Engineer,US,Medium,63000
2347,2022,Senior,Full time,Machine Learning Engineer,US,Medium,210000
2348,2022,Senior,Full time,Machine Learning Engineer,US,Medium,160000
2349,2022,Senior,Full time,Data Scientist,US,Medium,272550
2350,2022,Senior,Full time,Data Scientist,US,Medium,198200
2351,2022,Senior,Full time,Data Scientist,US,Medium,220000
2352,2022,Senior,Full time,Data Scientist,US,Medium,146000
2353,2022,Senior,Full time,Machine Learning Software Engineer,CA,Medium,248400
2354,2022,Senior,Full time,Machine Learning Software Engineer,CA,Medium,183600
2355,2022,Senior,Full time,Lead Data Scientist,IN,Large,56723
2356,2022,Senior,Full time,Data Engineer,US,Medium,216000
2357,2022,Senior,Full time,Data Engineer,US,Medium,144000
2358,2022,Senior,Full time,Data Analyst,US,Medium,149000
2359,2022,Senior,Full time,Data Analyst,US,Medium,119000
2361,2022,Senior,Full time,Data Scientist,US,Medium,120000
2362,2022,Senior,Full time,Machine Learning Engineer,US,Medium,246000
2363,2022,Senior,Full time,Machine Learning Engineer,US,Medium,201000
2364,2022,Senior,Full time,Data Scientist,US,Medium,190000
2365,2022,Senior,Full time,Data Scientist,US,Medium,155000
2366,2022,Senior,Full time,ML Engineer,US,Medium,235000
2367,2022,Senior,Full time,ML Engineer,US,Medium,185000
2368,2022,Senior,Full time,Cloud Database Engineer,US,Medium,190000
2369,2022,Senior,Full time,Cloud Database Engineer,US,Medium,160000
2370,2022,Senior,Full time,Machine Learning Engineer,US,Medium,204500
2371,2022,Senior,Full time,Machine Learning Engineer,US,Medium,142200
2372,2022,Senior,Full time,Machine Learning Engineer,US,Medium,192000
2373,2022,Senior,Full time,Machine Learning Engineer,US,Medium,164000
2374,2022,Senior,Full time,Data Engineer,US,Medium,185900
2375,2022,Senior,Full time,Data Engineer,US,Medium,129300
2377,2022,Senior,Full time,Data Engineer,US,Medium,75000
2378,2022,Senior,Full time,Data Science Manager,US,Medium,175000
2379,2022,Senior,Full time,Data Science Manager,US,Medium,120000
2380,2022,Senior,Full time,Data Engineer,US,Medium,167500
2381,2022,Senior,Full time,Data Engineer,US,Medium,106500
2382,2022,Senior,Full time,Applied Scientist,US,Medium,184000
2383,2022,Senior,Full time,Applied Scientist,US,Medium,142000
2390,2022,Senior,Full time,Applied Scientist,US,Medium,192000
2391,2022,Senior,Full time,Applied Scientist,US,Medium,164000
2392,2022,Senior,Full time,Data Analyst,US,Medium,120000
2393,2022,Senior,Full time,Data Analyst,US,Medium,95000
2394,2022,Senior,Full time,Machine Learning Engineer,US,Medium,145000
2395,2022,Senior,Full time,Machine Learning Engineer,US,Medium,135000
2397,2022,Senior,Full time,Data Engineer,US,Medium,78000
2398,2022,Senior,Full time,Data Engineer,ES,Medium,73546
2399,2022,Senior,Full time,Data Engineer,ES,Medium,36773
2402,2022,Senior,Full time,AI Scientist,CO,Large,125000
2404,2022,Senior,Full time,Data Engineer,US,Medium,95000
2405,2022,Senior,Full time,Data Scientist,ES,Medium,47280
2406,2022,Senior,Full time,Data Scientist,ES,Medium,37824
2407,2022,Senior,Full time,Data Analyst,US,Medium,115934
2408,2022,Senior,Full time,Data Analyst,US,Medium,81666
2409,2022,Senior,Full time,Data Scientist,US,Medium,175000
2413,2022,Senior,Full time,Research Engineer,US,Medium,249500
2414,2022,Senior,Full time,Research Engineer,US,Medium,149850
2415,2022,Senior,Full time,Data Scientist,US,Medium,249500
2416,2022,Senior,Full time,Data Scientist,US,Medium,149850
2417,2022,Senior,Full time,Research Scientist,US,Medium,249500
2418,2022,Senior,Full time,Research Scientist,US,Medium,149850
2419,2022,Senior,Full time,Data Engineer,US,Medium,190000
2421,2022,Senior,Full time,Data Analyst,US,Medium,127000
2422,2022,Senior,Full time,Data Analyst,US,Medium,104000
2423,2022,Senior,Full time,Data Scientist,US,Medium,210000
2426,2022,Senior,Full time,Machine Learning Engineer,US,Medium,150000
2427,2022,Senior,Full time,Data Engineer,US,Medium,210000
2429,2022,Senior,Full time,Data Scientist,US,Medium,182750
2430,2022,Senior,Full time,Data Scientist,US,Medium,161500
2431,2022,Senior,Full time,Research Scientist,US,Medium,210000
2432,2022,Senior,Full time,Research Scientist,US,Medium,150000
2433,2022,Senior,Full time,Data Engineer,US,Medium,198800
2434,2022,Senior,Full time,Data Engineer,US,Medium,122600
2435,2022,Senior,Full time,Data Scientist,US,Medium,136000
2436,2022,Senior,Full time,Data Scientist,US,Medium,104000
2437,2022,Senior,Full time,Data Analyst,US,Medium,150000
2438,2022,Senior,Full time,Data Analyst,US,Medium,100000
2443,2022,Senior,Full time,Data Engineer,US,Medium,215000
2444,2022,Senior,Full time,Data Engineer,US,Medium,150000
2447,2022,Senior,Full time,Machine Learning Engineer,MX,Medium,255000
2448,2022,Senior,Full time,Machine Learning Engineer,MX,Medium,185000
2449,2022,Senior,Full time,Data Analyst,ES,Medium,50432
2450,2022,Senior,Full time,Data Analyst,ES,Medium,39925
2451,2022,Senior,Full time,Data Analyst,US,Medium,169000
2452,2022,Senior,Full time,Data Analyst,US,Medium,110600
2453,2022,Senior,Full time,BI Developer,US,Medium,140000
2454,2022,Senior,Full time,BI Developer,US,Medium,120000
2455,2022,Senior,Full time,3D Computer Vision Researcher,AL,Small,10000
2456,2022,Senior,Full time,Data Analyst,US,Medium,166700
2458,2022,Senior,Full time,Data Engineer,US,Medium,220000
2459,2022,Senior,Full time,Data Engineer,US,Medium,146000
2460,2022,Senior,Full time,Data Engineer,ES,Medium,68293
2462,2022,Senior,Full time,Data Specialist,US,Medium,110000
2463,2022,Senior,Full time,Data Specialist,US,Medium,70000
2468,2022,Senior,Full time,Data Architect,US,Medium,190000
2469,2022,Senior,Full time,Data Architect,US,Medium,135000
2470,2022,Senior,Full time,Data Scientist,US,Medium,128000
2471,2022,Senior,Full time,Data Scientist,US,Medium,81500
2472,2022,Senior,Full time,Data Scientist,US,Medium,173000
2473,2022,Senior,Full time,Data Scientist,US,Medium,110000
2475,2022,Senior,Full time,Machine Learning Engineer,US,Medium,120000
2480,2022,Senior,Full time,Principal Machine Learning Engineer,US,Large,190000
2481,2022,Senior,Full time,Data Engineer,US,Medium,194000
2482,2022,Senior,Full time,Data Engineer,US,Medium,129400
2483,2022,Senior,Full time,Data Analyst,US,Medium,201000
2484,2022,Senior,Full time,Data Analyst,US,Medium,89200
2485,2022,Senior,Full time,Data Scientist,US,Medium,165000
2486,2022,Senior,Full time,Data Scientist,US,Medium,125000
2487,2022,Senior,Full time,Applied Scientist,US,Medium,230000
2488,2022,Senior,Full time,Applied Scientist,US,Medium,196000
2493,2022,Senior,Full time,Data Analyst,US,Medium,192500
2494,2022,Senior,Full time,Data Analyst,US,Medium,140000
2495,2022,Senior,Full time,Data Engineer,US,Medium,152500
2497,2022,Senior,Full time,Data Analyst,US,Medium,65000
2498,2022,Senior,Full time,Data Analyst,US,Medium,55000
2499,2022,Senior,Full time,Data Engineer,US,Medium,178750
2500,2022,Senior,Full time,Data Engineer,US,Medium,160000
2501,2022,Senior,Full time,Analytics Engineer,US,Medium,170000
2502,2022,Senior,Full time,Analytics Engineer,US,Medium,125000
2503,2022,Senior,Full time,Data Engineer,US,Medium,105000
2504,2022,Senior,Full time,Data Engineer,US,Medium,70000
2505,2022,Senior,Full time,Data Scientist,US,Medium,130000
2506,2022,Senior,Full time,Data Scientist,US,Medium,95000
2507,2022,Senior,Full time,Data Scientist,US,Medium,203500
2508,2022,Senior,Full time,Data Scientist,US,Medium,152000
2509,2022,Senior,Full time,Data Engineer,US,Medium,197430
2510,2022,Senior,Full time,Data Engineer,US,Medium,134760
2511,2022,Senior,Full time,Data Engineer,US,Medium,197000
2512,2022,Senior,Full time,Data Engineer,US,Medium,99000
2514,2022,Senior,Full time,Data Engineer,US,Medium,162000
2515,2022,Senior,Full time,Data Architect,US,Medium,149040
2516,2022,Senior,Full time,Data Architect,US,Medium,113900
2517,2022,Senior,Full time,Data Analyst,AU,Large,171000
2524,2022,Senior,Full time,Data Scientist,US,Medium,185900
2525,2022,Senior,Full time,Data Scientist,US,Medium,129300
2526,2022,Senior,Full time,Data Engineer,US,Medium,230000
2527,2022,Senior,Full time,Data Engineer,US,Medium,154600
2532,2022,Senior,Full time,Data Engineer,US,Medium,213000
2533,2022,Senior,Full time,Data Engineer,US,Medium,152000
2537,2022,Senior,Full time,Data Scientist,US,Medium,70000
2538,2022,Senior,Full time,Machine Learning Software Engineer,CA,Medium,227200
2539,2022,Senior,Full time,Machine Learning Software Engineer,CA,Medium,168000
2540,2022,Senior,Full time,ML Engineer,US,Medium,243000
2541,2022,Senior,Full time,ML Engineer,US,Medium,183000
2544,2022,Senior,Full time,Data Engineer,CA,Medium,178000
2545,2022,Senior,Full time,Data Engineer,CA,Medium,132000
2546,2022,Senior,Full time,Data Engineer,US,Medium,300000
2550,2022,Senior,Full time,Data Analyst,US,Medium,116000
2551,2022,Senior,Full time,Data Analyst,US,Medium,96000
2552,2022,Senior,Full time,Data Analyst,GB,Medium,92350
2553,2022,Senior,Full time,Data Analyst,GB,Medium,70186
2554,2022,Senior,Full time,Data Analyst,US,Medium,105000
2555,2022,Senior,Full time,Data Analyst,US,Medium,70000
2562,2022,Senior,Full time,Data Analyst,US,Medium,130000
2564,2022,Senior,Full time,Research Engineer,US,Medium,250000
2565,2022,Senior,Full time,Research Engineer,US,Medium,150000
2566,2022,Senior,Full time,Data Engineer,US,Medium,135000
2568,2022,Senior,Full time,Machine Learning Engineer,FR,Medium,115573
2569,2022,Senior,Full time,Machine Learning Engineer,FR,Medium,73546
2571,2022,Senior,Full time,Data Engineer,ES,Medium,42026
2572,2022,Senior,Full time,Data Engineer,US,Medium,191200
2576,2022,Senior,Full time,Data Engineer,US,Large,230000
2577,2022,Senior,Full time,Data Engineer,US,Large,154600
2586,2022,Senior,Full time,Analytics Engineer,US,Medium,135000
2587,2022,Senior,Full time,Analytics Engineer,US,Medium,110000
2588,2022,Senior,Full time,Data Engineer,US,Medium,205000
2590,2022,Senior,Full time,Data Engineer,US,Medium,179500
2591,2022,Senior,Full time,Data Engineer,US,Medium,134000
2595,2022,Senior,Full time,Data Scientist,US,Medium,145000
2596,2022,Senior,Full time,Data Architect,US,Medium,235000
2597,2022,Senior,Full time,Data Architect,US,Medium,175000
2602,2022,Senior,Full time,Data Engineer,US,Medium,168400
2603,2022,Senior,Full time,Data Engineer,US,Medium,105200
2604,2022,Senior,Full time,Data Engineer,US,Medium,200000
2608,2022,Senior,Full time,Data Scientist,US,Medium,198800
2609,2022,Senior,Full time,Data Scientist,US,Medium,122600
2612,2022,Senior,Full time,Data Engineer,US,Medium,125000
2613,2022,Senior,Full time,Data Engineer,US,Medium,110000
2614,2022,Senior,Full time,Data Scientist,US,Medium,148000
2615,2022,Senior,Full time,Data Scientist,US,Medium,107000
2618,2022,Senior,Full time,Data Engineer,PT,Medium,63040
2619,2022,Senior,Full time,Data Engineer,PT,Medium,36773
2620,2022,Senior,Full time,Data Science Manager,US,Medium,299500
2621,2022,Senior,Full time,Data Science Manager,US,Medium,245100
2622,2022,Senior,Full time,Data Scientist,US,Medium,168000
2626,2022,Senior,Full time,Applied Scientist,US,Medium,205000
2630,2022,Senior,Full time,Data Science Manager,US,Medium,247500
2631,2022,Senior,Full time,Data Science Manager,US,Medium,172200
2632,2022,Senior,Full time,Data Management Specialist,IT,Large,68293
2633,2022,Senior,Full time,Data Analyst,US,Medium,177000
2634,2022,Senior,Full time,Data Analyst,US,Medium,131000
2638,2022,Senior,Full time,Data Engineer,US,Medium,102000
2647,2022,Senior,Full time,Data Engineer,GB,Medium,61566
2648,2022,Senior,Full time,Data Engineer,GB,Medium,43096
2649,2022,Senior,Full time,Data Engineer,US,Medium,231250
2650,2022,Senior,Full time,Data Engineer,US,Medium,138750
2651,2022,Senior,Full time,Analytics Engineer,US,Medium,193750
2652,2022,Senior,Full time,Analytics Engineer,US,Medium,116250
2655,2022,Senior,Full time,Analytics Engineer,US,Medium,231250
2656,2022,Senior,Full time,Analytics Engineer,US,Medium,138750
2659,2022,Senior,Full time,Data Engineer,US,Medium,193750
2660,2022,Senior,Full time,Data Engineer,US,Medium,116250
2661,2022,Senior,Full time,Data Scientist,US,Medium,208000
2662,2022,Senior,Full time,Data Scientist,US,Medium,127000
2663,2022,Senior,Full time,Research Scientist,US,Medium,300000
2664,2022,Senior,Full time,Research Scientist,US,Medium,196000
2673,2022,Senior,Full time,Data Scientist,US,Medium,205000
2674,2022,Senior,Full time,Data Scientist,US,Medium,185000
2677,2022,Senior,Full time,Machine Learning Engineer,US,Medium,247500
2678,2022,Senior,Full time,Machine Learning Engineer,US,Medium,172200
2679,2022,Senior,Full time,Data Analyst,US,Medium,110000
2685,2022,Senior,Full time,Data Science Tech Lead,US,Large,375000
2688,2022,Senior,Full time,Data Scientist,US,Medium,225000
2689,2022,Senior,Full time,Data Scientist,US,Medium,156400
2696,2022,Senior,Full time,Data Scientist,US,Medium,140700
2697,2022,Senior,Full time,Data Scientist,US,Medium,93800
2698,2022,Senior,Full time,Data Scientist,US,Medium,350000
2699,2022,Senior,Full time,Data Scientist,US,Medium,135000
2703,2022,Senior,Full time,Machine Learning Engineer,US,Medium,119000
2706,2022,Senior,Full time,Data Analyst,US,Medium,154560
2707,2022,Senior,Full time,Data Analyst,US,Medium,123648
2712,2022,Senior,Full time,Data Scientist,US,Medium,247500
2713,2022,Senior,Full time,Data Scientist,US,Medium,172200
2714,2022,Senior,Full time,Data Scientist,US,Medium,177500
2715,2022,Senior,Full time,Data Scientist,US,Medium,134000
2718,2022,Senior,Full time,Data Architect,US,Medium,192564
2719,2022,Senior,Full time,Data Architect,US,Medium,144854
2722,2022,Senior,Full time,Data Engineer,US,Medium,179305
2723,2022,Senior,Full time,Data Engineer,US,Medium,142127
2724,2022,Senior,Full time,Data Engineer,US,Medium,315000
2725,2022,Senior,Full time,Data Engineer,US,Medium,225000
2726,2022,Senior,Full time,Data Scientist,US,Medium,243900
2727,2022,Senior,Full time,Data Scientist,US,Medium,156600
2728,2022,Senior,Full time,Data Engineer,US,Medium,182500
2729,2022,Senior,Full time,Data Engineer,US,Medium,128500
2732,2022,Senior,Full time,Data Architect,US,Medium,210000
2733,2022,Senior,Full time,Data Architect,US,Medium,136000
2734,2022,Senior,Full time,Cloud Data Engineer,SK,Small,12608
2736,2022,Senior,Full time,Data Engineer,US,Medium,140000
2737,2022,Senior,Full time,Data Engineer,US,Medium,247500
2738,2022,Senior,Full time,Data Engineer,US,Medium,172200
2740,2022,Senior,Full time,Data Engineer,US,Medium,184100
2741,2022,Senior,Full time,Data Engineer,US,Medium,161000
2751,2022,Senior,Full time,Data Scientist,US,Medium,245000
2752,2022,Senior,Full time,Data Scientist,US,Medium,180000
2757,2022,Senior,Full time,Data Scientist,US,Large,198440
2758,2022,Senior,Full time,Data Scientist,US,Large,144000
2759,2022,Senior,Full time,Data Engineer,US,Medium,240000
2761,2022,Senior,Full time,Data Scientist,US,Medium,198440
2762,2022,Senior,Full time,Data Scientist,US,Medium,144000
2765,2022,Senior,Full time,Machine Learning Engineer,CA,Medium,187200
2766,2022,Senior,Full time,Machine Learning Engineer,CA,Medium,116100
2769,2022,Senior,Full time,Data Engineer,US,Medium,275000
2770,2022,Senior,Full time,Data Engineer,US,Medium,166000
2771,2022,Senior,Full time,Data Scientist,US,Medium,159699
2772,2022,Senior,Full time,Data Scientist,US,Medium,138938
2777,2022,Senior,Full time,Analytics Engineer,GB,Medium,103432
2778,2022,Senior,Full time,Analytics Engineer,GB,Medium,92350
2779,2022,Senior,Full time,Data Analyst,US,Medium,80000
